text,disease
"For the last few days, I noticed stomach cramps and fever.",Food Poisoning
I feel rash and eye pain.,Dengue
"My main problems are frequent urination, fatigue and weight loss.",Diabetes
"My main problems are stomach cramps, nausea and vomiting.",Food Poisoning
I feel pale skin and dizziness.,Anemia
"I have been experiencing bloating, stomach pain, loss of appetite and indigestion for the past few days.",Gastritis
"I am suffering from dizziness, headache, chest discomfort and blurred vision.",Hypertension
"Lately I am having nausea, sensitivity to light, vomiting and severe headache.",Migraine
"I have symptoms like swelling, reduced movement, stiffness and joint pain.",Arthritis
I am suffering from loss of appetite and bloating.,Gastritis
"My main problems are fever, sweating, headache and chills.",Malaria
"Lately I am having weight loss, frequent urination and increased thirst.",Diabetes
"I feel nausea, fever and vomiting.",Food Poisoning
My main problems are eye pain and high fever.,Dengue
I have been experiencing headache and dizziness for the past few days.,Hypertension
"For the last few days, I noticed weakness and loss of appetite.",Typhoid
"I am suffering from fever, dry cough, fatigue and loss of smell.",COVID-19
"For the last few days, I noticed stomach cramps, nausea, fever and vomiting.",Food Poisoning
"I am dealing with dizziness, pale skin and fatigue.",Anemia
"Lately I am having prolonged fever, loss of appetite, headache and stomach pain.",Typhoid
"I have symptoms like loss of appetite, prolonged fever, headache and stomach pain.",Typhoid
"I am dealing with body pain, headache and cough.",Flu
"I have been experiencing stomach cramps, vomiting, nausea and diarrhea for the past few days.",Food Poisoning
"I am suffering from severe headache, vomiting and sensitivity to light.",Migraine
"I am suffering from chills, fatigue and body pain.",Flu
"I have been experiencing chills, headache and sweating for the past few days.",Malaria
"For the last few days, I noticed headache, joint pain, rash and high fever.",Dengue
I have been experiencing sneezing and congestion for the past few days.,Common Cold
"I am dealing with skin rash, runny nose and sneezing.",Allergy
"I am suffering from headache, loss of appetite and stomach pain.",Typhoid
"My main problems are reduced movement, swelling and joint pain.",Arthritis
"I am suffering from nausea, vomiting, fever and diarrhea.",Food Poisoning
"I have been experiencing runny nose, itchy eyes and sneezing for the past few days.",Allergy
I have been experiencing congestion and mild cough for the past few days.,Common Cold
"For the last few days, I noticed headache, chest discomfort and blurred vision.",Hypertension
"I feel chest tightness, wheezing and shortness of breath.",Asthma
Lately I am having loss of appetite and headache.,Typhoid
"I feel fatigue, frequent urination, blurred vision and increased thirst.",Diabetes
"My main problems are chest discomfort, blurred vision, dizziness and headache.",Hypertension
"I am suffering from bloating, nausea and loss of appetite.",Gastritis
Lately I am having wheezing and cough.,Asthma
"I am suffering from dizziness, pale skin, fatigue and shortness of breath.",Anemia
I feel body pain and chills.,Flu
"For the last few days, I noticed weight loss, increased thirst, fatigue and frequent urination.",Diabetes
"I have been experiencing congestion, sore throat, runny nose and mild cough for the past few days.",Common Cold
"I am suffering from increased thirst, frequent urination and blurred vision.",Diabetes
I have symptoms like loss of appetite and prolonged fever.,Typhoid
"I feel nausea, stomach pain and bloating.",Gastritis
"My main problems are fatigue, loss of smell and shortness of breath.",COVID-19
"I feel shortness of breath, pale skin and fatigue.",Anemia
"Lately I am having joint pain, reduced movement, swelling and stiffness.",Arthritis
"I feel weakness, stomach pain and loss of appetite.",Typhoid
"I feel headache, fever and sweating.",Malaria
Lately I am having mild cough and sneezing.,Common Cold
"For the last few days, I noticed fever, dry cough and fatigue.",COVID-19
"Lately I am having blurred vision, weight loss, frequent urination and increased thirst.",Diabetes
"My main problems are blurred vision, chest discomfort, headache and dizziness.",Hypertension
"I am suffering from shortness of breath, dizziness and fatigue.",Anemia
"For the last few days, I noticed chills, headache, nausea and fever.",Malaria
My main problems are sore throat and runny nose.,Common Cold
"I have symptoms like fever, headache and sweating.",Malaria
"For the last few days, I noticed loss of smell, shortness of breath and dry cough.",COVID-19
"My main problems are stiffness, joint pain, reduced movement and swelling.",Arthritis
I have been experiencing shortness of breath and pale skin for the past few days.,Anemia
I have been experiencing fever and fatigue for the past few days.,COVID-19
"I feel headache, fever and nausea.",Malaria
"For the last few days, I noticed weight loss, increased thirst and fatigue.",Diabetes
"For the last few days, I noticed sweating and chills.",Malaria
"I have been experiencing dizziness, blurred vision and headache for the past few days.",Hypertension
"I am dealing with fever, sore throat, fatigue and headache.",Flu
"I am dealing with cough, wheezing, chest tightness and shortness of breath.",Asthma
"My main problems are reduced movement, stiffness and joint pain.",Arthritis
"I am dealing with chest discomfort, dizziness and headache.",Hypertension
"My main problems are fatigue, weight loss and blurred vision.",Diabetes
"I am dealing with weakness, prolonged fever, loss of appetite and headache.",Typhoid
"Lately I am having nausea, severe headache and sensitivity to light.",Migraine
I have symptoms like indigestion and loss of appetite.,Gastritis
"I am suffering from dizziness, fatigue, shortness of breath and pale skin.",Anemia
"I feel weight loss, blurred vision, fatigue and frequent urination.",Diabetes
"I am dealing with sweating, headache and nausea.",Malaria
"I have been experiencing fatigue, shortness of breath and fever for the past few days.",COVID-19
"I have symptoms like sensitivity to light, severe headache, vomiting and nausea.",Migraine
Lately I am having headache and sore throat.,Flu
"For the last few days, I noticed increased thirst, weight loss and blurred vision.",Diabetes
"My main problems are fatigue, shortness of breath, pale skin and dizziness.",Anemia
"For the last few days, I noticed loss of smell and shortness of breath.",COVID-19
"I have been experiencing headache, sweating, nausea and chills for the past few days.",Malaria
"I am dealing with runny nose, mild cough, sneezing and congestion.",Common Cold
I am suffering from headache and loss of smell.,COVID-19
I have symptoms like loss of smell and fatigue.,COVID-19
"I have been experiencing stomach pain, headache and prolonged fever for the past few days.",Typhoid
I have been experiencing shortness of breath and loss of smell for the past few days.,COVID-19
"My main problems are nausea, loss of appetite and bloating.",Gastritis
"I am suffering from joint pain, reduced movement and stiffness.",Arthritis
I feel fever and nausea.,Malaria
"I am suffering from frequent urination, weight loss, increased thirst and blurred vision.",Diabetes
"I have been experiencing shortness of breath, pale skin and fatigue for the past few days.",Anemia
I have symptoms like blurred vision and frequent urination.,Diabetes
"Lately I am having chills, sweating and headache.",Malaria
My main problems are prolonged fever and weakness.,Typhoid
I have symptoms like diarrhea and stomach cramps.,Food Poisoning
I feel reduced movement and joint pain.,Arthritis
"I have been experiencing nausea, severe headache and sensitivity to light for the past few days.",Migraine
I have been experiencing diarrhea and nausea for the past few days.,Food Poisoning
I have been experiencing high fever and rash for the past few days.,Dengue
"I have symptoms like fever, headache and loss of smell.",COVID-19
"My main problems are rash, headache and high fever.",Dengue
"I am dealing with frequent urination, weight loss, increased thirst and blurred vision.",Diabetes
"My main problems are mild cough, congestion and sneezing.",Common Cold
"I have symptoms like nausea, fever, chills and sweating.",Malaria
"I feel runny nose, itchy eyes and sneezing.",Allergy
I feel increased thirst and weight loss.,Diabetes
"Lately I am having runny nose, congestion, mild cough and sore throat.",Common Cold
"I am dealing with eye pain, high fever, rash and headache.",Dengue
"Lately I am having body pain, fatigue and chills.",Flu
I have been experiencing stomach cramps and fever for the past few days.,Food Poisoning
I am suffering from joint pain and eye pain.,Dengue
"I am suffering from chills, sweating, fever and headache.",Malaria
"Lately I am having stomach cramps, fever and vomiting.",Food Poisoning
"For the last few days, I noticed sore throat, mild cough, runny nose and sneezing.",Common Cold
"Lately I am having headache, nausea, sweating and fever.",Malaria
"I have symptoms like stomach cramps, nausea, diarrhea and fever.",Food Poisoning
"My main problems are stomach cramps, fever, vomiting and nausea.",Food Poisoning
I am dealing with vomiting and sensitivity to light.,Migraine
My main problems are high fever and rash.,Dengue
My main problems are headache and chest discomfort.,Hypertension
I have symptoms like high fever and eye pain.,Dengue
"For the last few days, I noticed chills, cough, body pain and sore throat.",Flu
"My main problems are sensitivity to light, severe headache, nausea and vomiting.",Migraine
"My main problems are sneezing, itchy eyes, skin rash and runny nose.",Allergy
My main problems are stomach pain and prolonged fever.,Typhoid
"I am dealing with fatigue, loss of smell and dry cough.",COVID-19
"I am dealing with vomiting, fever, diarrhea and nausea.",Food Poisoning
"I am dealing with reduced movement, joint pain, swelling and stiffness.",Arthritis
"For the last few days, I noticed headache, prolonged fever and weakness.",Typhoid
"I am suffering from sweating, headache and fever.",Malaria
"I feel cough, shortness of breath and chest tightness.",Asthma
I have symptoms like reduced movement and stiffness.,Arthritis
"I feel chest tightness, shortness of breath, cough and wheezing.",Asthma
Lately I am having nausea and fever.,Food Poisoning
"I feel shortness of breath, wheezing, chest tightness and cough.",Asthma
I have been experiencing headache and fever for the past few days.,COVID-19
"I feel nausea, stomach cramps and diarrhea.",Food Poisoning
"I am suffering from itchy eyes, skin rash, runny nose and sneezing.",Allergy
Lately I am having chills and fatigue.,Flu
"I have symptoms like sensitivity to light, severe headache, vomiting and nausea.",Migraine
I have been experiencing dizziness and headache for the past few days.,Hypertension
"I feel vomiting, stomach cramps, nausea and fever.",Food Poisoning
"For the last few days, I noticed fever, fatigue and headache.",Flu
I feel indigestion and bloating.,Gastritis
"I have symptoms like pale skin, fatigue and dizziness.",Anemia
I have been experiencing fever and dry cough for the past few days.,COVID-19
"My main problems are loss of smell, fatigue and headache.",COVID-19
"I am dealing with chest tightness, wheezing and shortness of breath.",Asthma
"For the last few days, I noticed blurred vision and chest discomfort.",Hypertension
My main problems are indigestion and loss of appetite.,Gastritis
I feel weight loss and frequent urination.,Diabetes
"For the last few days, I noticed runny nose, sneezing, skin rash and itchy eyes.",Allergy
Lately I am having fatigue and increased thirst.,Diabetes
I have symptoms like swelling and stiffness.,Arthritis
"For the last few days, I noticed shortness of breath and chest tightness.",Asthma
"My main problems are pale skin, shortness of breath, fatigue and dizziness.",Anemia
"For the last few days, I noticed chest tightness and wheezing.",Asthma
"I have been experiencing nausea, chills and headache for the past few days.",Malaria
"For the last few days, I noticed congestion, sneezing, sore throat and mild cough.",Common Cold
I feel fatigue and shortness of breath.,Anemia
"I have symptoms like fatigue, dizziness, pale skin and shortness of breath.",Anemia
"I feel joint pain, reduced movement, swelling and stiffness.",Arthritis
"I am dealing with nausea, stomach pain and loss of appetite.",Gastritis
"My main problems are fever, body pain and cough.",Flu
My main problems are fatigue and loss of smell.,COVID-19
"I have symptoms like reduced movement, stiffness, swelling and joint pain.",Arthritis
"I have symptoms like sneezing, itchy eyes and runny nose.",Allergy
"I have symptoms like sensitivity to light, vomiting, nausea and severe headache.",Migraine
I feel bloating and indigestion.,Gastritis
"For the last few days, I noticed diarrhea, vomiting, fever and nausea.",Food Poisoning
I have been experiencing weight loss and frequent urination for the past few days.,Diabetes
"I feel headache, nausea and chills.",Malaria
"Lately I am having nausea, sweating and fever.",Malaria
I am dealing with indigestion and loss of appetite.,Gastritis
"Lately I am having high fever, rash and headache.",Dengue
"For the last few days, I noticed headache, loss of appetite, weakness and prolonged fever.",Typhoid
Lately I am having mild cough and sneezing.,Common Cold
"I have symptoms like loss of appetite, stomach pain, nausea and indigestion.",Gastritis
"Lately I am having stomach pain, loss of appetite and prolonged fever.",Typhoid
I have been experiencing nausea and severe headache for the past few days.,Migraine
"For the last few days, I noticed weakness and headache.",Typhoid
"I am suffering from nausea, severe headache and sensitivity to light.",Migraine
"My main problems are dizziness, fatigue and shortness of breath.",Anemia
"I am dealing with dizziness, fatigue, pale skin and shortness of breath.",Anemia
"I am dealing with blurred vision, chest discomfort, headache and dizziness.",Hypertension
"I feel chest discomfort, blurred vision and dizziness.",Hypertension
"I am suffering from stomach pain, weakness and headache.",Typhoid
"For the last few days, I noticed weight loss, fatigue and frequent urination.",Diabetes
"I have been experiencing joint pain, swelling and stiffness for the past few days.",Arthritis
"Lately I am having sensitivity to light, vomiting, nausea and severe headache.",Migraine
"I am dealing with congestion, sore throat and sneezing.",Common Cold
"I feel swelling, stiffness, reduced movement and joint pain.",Arthritis
"I feel sneezing, mild cough, runny nose and sore throat.",Common Cold
"For the last few days, I noticed shortness of breath, fatigue and dry cough.",COVID-19
"Lately I am having reduced movement, stiffness, swelling and joint pain.",Arthritis
"I have been experiencing prolonged fever, loss of appetite, headache and stomach pain for the past few days.",Typhoid
"My main problems are joint pain, reduced movement, stiffness and swelling.",Arthritis
I am dealing with nausea and stomach cramps.,Food Poisoning
I am dealing with rash and joint pain.,Dengue
"I feel reduced movement, stiffness, joint pain and swelling.",Arthritis
I am dealing with headache and sore throat.,Flu
"I feel nausea, sweating and fever.",Malaria
I am dealing with nausea and indigestion.,Gastritis
My main problems are nausea and indigestion.,Gastritis
"For the last few days, I noticed reduced movement, stiffness, joint pain and swelling.",Arthritis
I have symptoms like nausea and chills.,Malaria
I am suffering from chest tightness and wheezing.,Asthma
"Lately I am having itchy eyes, sneezing and skin rash.",Allergy
"I have been experiencing dizziness, blurred vision and chest discomfort for the past few days.",Hypertension
I feel wheezing and shortness of breath.,Asthma
"For the last few days, I noticed loss of appetite, stomach pain, nausea and indigestion.",Gastritis
"I have symptoms like sneezing, skin rash and itchy eyes.",Allergy
"I feel nausea, bloating, loss of appetite and indigestion.",Gastritis
I am suffering from fever and diarrhea.,Food Poisoning
"Lately I am having nausea, fever, headache and sweating.",Malaria
"My main problems are nausea, headache and fever.",Malaria
"I have symptoms like sore throat, congestion and sneezing.",Common Cold
"I am dealing with eye pain, joint pain, high fever and rash.",Dengue
"For the last few days, I noticed headache and sore throat.",Flu
My main problems are rash and eye pain.,Dengue
"I am suffering from chills, fatigue, cough and body pain.",Flu
"I am dealing with diarrhea, fever and stomach cramps.",Food Poisoning
"For the last few days, I noticed headache, nausea, chills and sweating.",Malaria
"I have symptoms like nausea, chills and headache.",Malaria
"I am dealing with headache, loss of appetite and prolonged fever.",Typhoid
"I have been experiencing joint pain, stiffness and swelling for the past few days.",Arthritis
"I have symptoms like sore throat, mild cough, sneezing and runny nose.",Common Cold
"For the last few days, I noticed runny nose, itchy eyes, sneezing and skin rash.",Allergy
"I have symptoms like nausea, chills and fever.",Malaria
"I have symptoms like cough, shortness of breath and wheezing.",Asthma
"I am dealing with stomach pain, loss of appetite, prolonged fever and weakness.",Typhoid
"I have been experiencing loss of appetite, stomach pain and headache for the past few days.",Typhoid
"I have been experiencing chills, headache and sweating for the past few days.",Malaria
"I have been experiencing frequent urination, increased thirst, fatigue and blurred vision for the past few days.",Diabetes
"For the last few days, I noticed prolonged fever, stomach pain and loss of appetite.",Typhoid
"My main problems are fever, nausea and chills.",Malaria
I feel shortness of breath and wheezing.,Asthma
"For the last few days, I noticed wheezing and shortness of breath.",Asthma
I have been experiencing blurred vision and headache for the past few days.,Hypertension
"I have symptoms like severe headache, nausea and sensitivity to light.",Migraine
"I have symptoms like chest tightness, shortness of breath, cough and wheezing.",Asthma
"I feel loss of appetite, stomach pain, nausea and indigestion.",Gastritis
"I have symptoms like diarrhea, vomiting and nausea.",Food Poisoning
"I feel headache, rash, eye pain and joint pain.",Dengue
"For the last few days, I noticed joint pain and headache.",Dengue
I am dealing with eye pain and rash.,Dengue
"I have symptoms like runny nose, itchy eyes, sneezing and skin rash.",Allergy
My main problems are sneezing and itchy eyes.,Allergy
"For the last few days, I noticed indigestion, nausea, stomach pain and bloating.",Gastritis
"I am dealing with chills, sweating, nausea and fever.",Malaria
"For the last few days, I noticed severe headache and sensitivity to light.",Migraine
"I am dealing with fever, vomiting and stomach cramps.",Food Poisoning
"I am dealing with weight loss, increased thirst, blurred vision and frequent urination.",Diabetes
"I have symptoms like skin rash, runny nose and itchy eyes.",Allergy
"I feel frequent urination, weight loss, increased thirst and fatigue.",Diabetes
I have been experiencing headache and fever for the past few days.,Malaria
I have been experiencing nausea and sweating for the past few days.,Malaria
"Lately I am having chills, headache and nausea.",Malaria
"Lately I am having reduced movement, swelling and stiffness.",Arthritis
"I have been experiencing increased thirst, weight loss and fatigue for the past few days.",Diabetes
I am dealing with frequent urination and blurred vision.,Diabetes
I am dealing with vomiting and sensitivity to light.,Migraine
"For the last few days, I noticed body pain, cough, headache and chills.",Flu
"I am suffering from headache, loss of appetite and stomach pain.",Typhoid
"I have symptoms like vomiting, severe headache and sensitivity to light.",Migraine
"I am suffering from congestion, runny nose, mild cough and sneezing.",Common Cold
"I am suffering from stiffness, reduced movement, swelling and joint pain.",Arthritis
"I am suffering from indigestion, bloating, nausea and stomach pain.",Gastritis
"I have symptoms like stomach pain, nausea, loss of appetite and indigestion.",Gastritis
"Lately I am having loss of smell, dry cough and headache.",COVID-19
"For the last few days, I noticed fever, chills and fatigue.",Flu
"I am dealing with shortness of breath, wheezing, cough and chest tightness.",Asthma
"For the last few days, I noticed runny nose, sneezing and skin rash.",Allergy
"My main problems are cough, chest tightness, wheezing and shortness of breath.",Asthma
"For the last few days, I noticed headache, chills, sweating and fever.",Malaria
"I feel bloating, nausea, stomach pain and indigestion.",Gastritis
"For the last few days, I noticed nausea, loss of appetite and stomach pain.",Gastritis
"My main problems are chills, cough, body pain and headache.",Flu
I have been experiencing runny nose and congestion for the past few days.,Common Cold
"I have symptoms like weakness, loss of appetite, headache and prolonged fever.",Typhoid
"Lately I am having headache, stomach pain, prolonged fever and weakness.",Typhoid
"My main problems are eye pain, high fever, headache and joint pain.",Dengue
"Lately I am having nausea, indigestion and stomach pain.",Gastritis
I am suffering from weight loss and blurred vision.,Diabetes
"I am dealing with runny nose, skin rash, sneezing and itchy eyes.",Allergy
"I have symptoms like headache, chills, sweating and fever.",Malaria
"My main problems are dry cough, fever and shortness of breath.",COVID-19
"For the last few days, I noticed sneezing, mild cough and congestion.",Common Cold
"I am suffering from indigestion, bloating, loss of appetite and nausea.",Gastritis
"I have been experiencing headache, loss of appetite and prolonged fever for the past few days.",Typhoid
I am dealing with chest tightness and shortness of breath.,Asthma
"I have been experiencing nausea, fever, diarrhea and stomach cramps for the past few days.",Food Poisoning
"I am suffering from chills, body pain and cough.",Flu
I am dealing with sensitivity to light and nausea.,Migraine
"My main problems are eye pain, rash, headache and high fever.",Dengue
"I have been experiencing stomach cramps, vomiting and nausea for the past few days.",Food Poisoning
"My main problems are headache, loss of appetite and prolonged fever.",Typhoid
My main problems are dizziness and blurred vision.,Hypertension
I have been experiencing headache and eye pain for the past few days.,Dengue
"I have been experiencing severe headache, nausea and sensitivity to light for the past few days.",Migraine
"I have been experiencing prolonged fever, stomach pain, loss of appetite and weakness for the past few days.",Typhoid
"I am dealing with rash, eye pain, joint pain and headache.",Dengue
"I am suffering from headache, body pain, chills and fatigue.",Flu
I am dealing with fever and headache.,COVID-19
"I am suffering from fever, chills, body pain and fatigue.",Flu
"I have symptoms like itchy eyes, sneezing, runny nose and skin rash.",Allergy
"I am suffering from chills, fever, fatigue and headache.",Flu
"I have been experiencing increased thirst, fatigue and frequent urination for the past few days.",Diabetes
"I feel blurred vision, weight loss, frequent urination and increased thirst.",Diabetes
"My main problems are headache, joint pain and high fever.",Dengue
"I am dealing with sensitivity to light, nausea, severe headache and vomiting.",Migraine
"I have been experiencing sensitivity to light, severe headache, vomiting and nausea for the past few days.",Migraine
I have been experiencing stomach pain and nausea for the past few days.,Gastritis
"Lately I am having headache, blurred vision, dizziness and chest discomfort.",Hypertension
"I have been experiencing itchy eyes, sneezing, skin rash and runny nose for the past few days.",Allergy
"I have symptoms like loss of smell, dry cough and fever.",COVID-19
"I am suffering from eye pain, joint pain and high fever.",Dengue
"I feel mild cough, runny nose and sneezing.",Common Cold
"I have been experiencing cough, headache, chills and body pain for the past few days.",Flu
I am suffering from cough and chest tightness.,Asthma
"For the last few days, I noticed vomiting, sensitivity to light and nausea.",Migraine
I have symptoms like vomiting and sensitivity to light.,Migraine
"I have been experiencing indigestion, loss of appetite, nausea and bloating for the past few days.",Gastritis
"For the last few days, I noticed loss of appetite, stomach pain and nausea.",Gastritis
"I have symptoms like cough, shortness of breath and wheezing.",Asthma
I have been experiencing sneezing and itchy eyes for the past few days.,Allergy
"I have symptoms like runny nose, itchy eyes, skin rash and sneezing.",Allergy
I have symptoms like bloating and stomach pain.,Gastritis
"Lately I am having indigestion, stomach pain, loss of appetite and nausea.",Gastritis
"I feel frequent urination, weight loss and blurred vision.",Diabetes
"Lately I am having bloating, indigestion, stomach pain and loss of appetite.",Gastritis
"Lately I am having fatigue, dizziness and shortness of breath.",Anemia
"I have been experiencing loss of appetite, stomach pain, indigestion and bloating for the past few days.",Gastritis
"My main problems are blurred vision, fatigue, increased thirst and frequent urination.",Diabetes
I am dealing with vomiting and fever.,Food Poisoning
"My main problems are high fever, headache, eye pain and rash.",Dengue
"Lately I am having prolonged fever, weakness, loss of appetite and stomach pain.",Typhoid
"I am dealing with chills, fatigue and headache.",Flu
"I have symptoms like congestion, mild cough and sneezing.",Common Cold
"I have been experiencing stiffness, reduced movement and joint pain for the past few days.",Arthritis
I have symptoms like dry cough and fever.,COVID-19
"Lately I am having weakness, headache, stomach pain and loss of appetite.",Typhoid
"My main problems are headache, nausea and chills.",Malaria
"For the last few days, I noticed stiffness, reduced movement and joint pain.",Arthritis
"I have symptoms like dry cough, fatigue and headache.",COVID-19
"For the last few days, I noticed frequent urination, weight loss, fatigue and increased thirst.",Diabetes
Lately I am having fever and body pain.,Flu
I am suffering from weakness and stomach pain.,Typhoid
"I am dealing with itchy eyes, sneezing and skin rash.",Allergy
"I am dealing with headache, nausea, chills and fever.",Malaria
"I am suffering from itchy eyes, sneezing, runny nose and skin rash.",Allergy
"For the last few days, I noticed headache and nausea.",Malaria
I am suffering from vomiting and diarrhea.,Food Poisoning
Lately I am having nausea and loss of appetite.,Gastritis
"I feel severe headache, nausea and vomiting.",Migraine
"My main problems are frequent urination, blurred vision and weight loss.",Diabetes
"I am suffering from dizziness, pale skin, fatigue and shortness of breath.",Anemia
"For the last few days, I noticed fatigue and dry cough.",COVID-19
I feel prolonged fever and stomach pain.,Typhoid
"For the last few days, I noticed frequent urination, blurred vision, weight loss and increased thirst.",Diabetes
"I have symptoms like shortness of breath, fever and fatigue.",COVID-19
"I have been experiencing increased thirst, weight loss and frequent urination for the past few days.",Diabetes
"I have symptoms like loss of appetite, prolonged fever, stomach pain and weakness.",Typhoid
"Lately I am having chills, fever and headache.",Malaria
"I am dealing with reduced movement, stiffness, swelling and joint pain.",Arthritis
"I am suffering from indigestion, stomach pain and loss of appetite.",Gastritis
"I am dealing with itchy eyes, sneezing, runny nose and skin rash.",Allergy
"I have been experiencing blurred vision, increased thirst, weight loss and frequent urination for the past few days.",Diabetes
"I am suffering from headache, rash, eye pain and high fever.",Dengue
I feel wheezing and cough.,Asthma
"For the last few days, I noticed vomiting, diarrhea and stomach cramps.",Food Poisoning
"For the last few days, I noticed joint pain, headache and high fever.",Dengue
"Lately I am having stiffness, reduced movement and joint pain.",Arthritis
"I am suffering from vomiting, severe headache and nausea.",Migraine
My main problems are shortness of breath and loss of smell.,COVID-19
"My main problems are skin rash, sneezing, runny nose and itchy eyes.",Allergy
Lately I am having runny nose and itchy eyes.,Allergy
"I am suffering from loss of appetite, prolonged fever, headache and stomach pain.",Typhoid
"Lately I am having weight loss, blurred vision and fatigue.",Diabetes
"My main problems are fever, vomiting and stomach cramps.",Food Poisoning
"I have symptoms like blurred vision, frequent urination, fatigue and weight loss.",Diabetes
"I am dealing with joint pain, stiffness and reduced movement.",Arthritis
"For the last few days, I noticed shortness of breath and dizziness.",Anemia
"For the last few days, I noticed chest discomfort, headache and dizziness.",Hypertension
"I am suffering from headache, high fever and joint pain.",Dengue
"I am suffering from increased thirst, weight loss, frequent urination and fatigue.",Diabetes
"I am dealing with headache, high fever and eye pain.",Dengue
"I have been experiencing eye pain, headache and high fever for the past few days.",Dengue
"I have symptoms like severe headache, vomiting, nausea and sensitivity to light.",Migraine
I feel sweating and headache.,Malaria
I am suffering from bloating and nausea.,Gastritis
"I feel mild cough, sore throat and runny nose.",Common Cold
"Lately I am having headache, joint pain and rash.",Dengue
I feel reduced movement and swelling.,Arthritis
"I have been experiencing mild cough, sore throat and congestion for the past few days.",Common Cold
"I feel headache, fever, body pain and chills.",Flu
"For the last few days, I noticed skin rash, itchy eyes and sneezing.",Allergy
"I am dealing with fever, diarrhea, nausea and stomach cramps.",Food Poisoning
Lately I am having stomach pain and prolonged fever.,Typhoid
"For the last few days, I noticed itchy eyes, runny nose, sneezing and skin rash.",Allergy
"I am suffering from prolonged fever, headache and loss of appetite.",Typhoid
"I have been experiencing headache, dizziness and chest discomfort for the past few days.",Hypertension
"I have been experiencing prolonged fever, stomach pain and headache for the past few days.",Typhoid
"I am dealing with headache, fatigue and sore throat.",Flu
"I have been experiencing nausea, chills and sweating for the past few days.",Malaria
"For the last few days, I noticed headache, joint pain, high fever and eye pain.",Dengue
"Lately I am having stiffness, reduced movement and swelling.",Arthritis
I am dealing with dizziness and blurred vision.,Hypertension
My main problems are runny nose and itchy eyes.,Allergy
"I have been experiencing weakness, headache and loss of appetite for the past few days.",Typhoid
"I am suffering from fatigue, weight loss, frequent urination and increased thirst.",Diabetes
"I have been experiencing vomiting, nausea, severe headache and sensitivity to light for the past few days.",Migraine
"For the last few days, I noticed headache, fever, chills and nausea.",Malaria
"I am suffering from wheezing, chest tightness, cough and shortness of breath.",Asthma
"Lately I am having itchy eyes, runny nose and skin rash.",Allergy
"Lately I am having fever, headache, chills and cough.",Flu
"I feel shortness of breath, cough, chest tightness and wheezing.",Asthma
"I feel sneezing, itchy eyes, skin rash and runny nose.",Allergy
I have been experiencing body pain and headache for the past few days.,Flu
My main problems are shortness of breath and fatigue.,Anemia
"I have been experiencing headache, stomach pain and weakness for the past few days.",Typhoid
I have been experiencing pale skin and fatigue for the past few days.,Anemia
"My main problems are sensitivity to light, nausea and severe headache.",Migraine
"I feel sensitivity to light, vomiting and severe headache.",Migraine
My main problems are high fever and headache.,Dengue
I have been experiencing nausea and fever for the past few days.,Food Poisoning
"My main problems are nausea, stomach pain, indigestion and loss of appetite.",Gastritis
I am dealing with swelling and stiffness.,Arthritis
"I have symptoms like wheezing, cough, shortness of breath and chest tightness.",Asthma
"I am suffering from swelling, joint pain and stiffness.",Arthritis
"Lately I am having chest tightness, cough, shortness of breath and wheezing.",Asthma
"For the last few days, I noticed sore throat and mild cough.",Common Cold
"I have been experiencing stomach pain, prolonged fever and headache for the past few days.",Typhoid
"I have been experiencing chills, sweating, nausea and fever for the past few days.",Malaria
"My main problems are fatigue, blurred vision, weight loss and frequent urination.",Diabetes
"I am dealing with nausea, stomach pain and indigestion.",Gastritis
I have been experiencing chills and cough for the past few days.,Flu
I have symptoms like increased thirst and blurred vision.,Diabetes
I have been experiencing congestion and sore throat for the past few days.,Common Cold
"For the last few days, I noticed headache, rash and high fever.",Dengue
"I feel diarrhea, nausea, stomach cramps and fever.",Food Poisoning
"My main problems are frequent urination, increased thirst, fatigue and weight loss.",Diabetes
"I feel eye pain, joint pain, headache and rash.",Dengue
"My main problems are stomach pain, bloating and loss of appetite.",Gastritis
"I have symptoms like wheezing, chest tightness and cough.",Asthma
"Lately I am having weakness, prolonged fever, loss of appetite and stomach pain.",Typhoid
"Lately I am having sneezing, skin rash, runny nose and itchy eyes.",Allergy
I am dealing with blurred vision and weight loss.,Diabetes
"I feel nausea, headache, fever and sweating.",Malaria
"I have symptoms like congestion, sore throat and mild cough.",Common Cold
"I feel fatigue, cough, headache and fever.",Flu
"Lately I am having chest tightness, cough and wheezing.",Asthma
I am suffering from nausea and fever.,Food Poisoning
I am suffering from blurred vision and chest discomfort.,Hypertension
"I have symptoms like mild cough, congestion, runny nose and sore throat.",Common Cold
"For the last few days, I noticed reduced movement, joint pain, swelling and stiffness.",Arthritis
"I feel dizziness, pale skin and fatigue.",Anemia
I have been experiencing fever and chills for the past few days.,Flu
My main problems are sneezing and skin rash.,Allergy
"I have symptoms like headache, rash and high fever.",Dengue
"I am dealing with runny nose, itchy eyes and sneezing.",Allergy
Lately I am having headache and shortness of breath.,COVID-19
I have been experiencing chest tightness and shortness of breath for the past few days.,Asthma
"For the last few days, I noticed dizziness, shortness of breath, pale skin and fatigue.",Anemia
I have been experiencing pale skin and dizziness for the past few days.,Anemia
"For the last few days, I noticed headache, prolonged fever and weakness.",Typhoid
I am dealing with fatigue and headache.,COVID-19
